@relation creditRefinedNominalNoCase_no

@attribute checking_status {<0,0<=X<200,'no checking',>=200}
@attribute credit_history {'critical/other existing credit','existing paid','delayed previously','no credits/all paid','all paid'}
@attribute purpose {radio/tv,education,furniture/equipment,'new car','used car',business,'domestic appliance',repairs,other,retraining}
@attribute credit_amount {[392-1765],(4793-6308],(1765-3279],(7822-9337],(6308-7822],(3279-4793],(12366-13880],(9337-10851],(13880-15395],(15395-16909],(10851-12366],(16909-18424]}
@attribute saving_status {'no known savings',<100,500<=X<1000,>=1000,100<=X<500}
@attribute employment {>=7,1<=X<4,4<=X<7,unemployed,<1}
@attribute personal_status {'male single','female div/sep/mar','male div/sep','male mar/wid'}
@attribute age {(64-75],[19-32],(41-53],(32-41],(53-64]}
@attribute job {skilled,'unskilled resident','high qualif/self emp/mgmt','unemp/unskilled non res'}
@attribute class {good,bad}

@data
0<=X<200,'existing paid',business,[392-1765],100<=X<500,4<=X<7,'female div/sep/mar',[19-32],'unskilled resident',good
'no checking','critical/other existing credit',radio/tv,(4793-6308],<100,4<=X<7,'female div/sep/mar',[19-32],skilled,good
'no checking','delayed previously',repairs,[392-1765],>=1000,>=7,'male single',(53-64],skilled,bad
<0,'existing paid','new car',[392-1765],'no known savings',4<=X<7,'female div/sep/mar',[19-32],skilled,bad
>=200,'critical/other existing credit','new car',[392-1765],<100,1<=X<4,'male single',(64-75],'unemp/unskilled non res',good
>=200,'critical/other existing credit',radio/tv,[392-1765],'no known savings',1<=X<4,'male single',(32-41],skilled,bad
'no checking','existing paid','new car',[392-1765],<100,1<=X<4,'male single',[19-32],skilled,good
<0,'critical/other existing credit','new car',[392-1765],<100,>=7,'male single',(32-41],skilled,bad
'no checking','critical/other existing credit','new car',(4793-6308],'no known savings',>=7,'female div/sep/mar',(53-64],skilled,good
<0,'critical/other existing credit',furniture/equipment,(1765-3279],<100,1<=X<4,'female div/sep/mar',[19-32],skilled,bad
<0,'existing paid',radio/tv,(1765-3279],<100,1<=X<4,'male single',[19-32],'unskilled resident',good
'no checking','critical/other existing credit','new car',(12366-13880],'no known savings',>=7,'male single',[19-32],'high qualif/self emp/mgmt',bad
'no checking','critical/other existing credit','new car',(1765-3279],100<=X<500,4<=X<7,'male mar/wid',[19-32],skilled,good
0<=X<200,'existing paid',radio/tv,[392-1765],<100,>=7,'male mar/wid',(32-41],'unskilled resident',good
<0,'existing paid',furniture/equipment,(1765-3279],<100,<1,'male div/sep',[19-32],'unskilled resident',bad
'no checking','existing paid','used car',(1765-3279],'no known savings',<1,'female div/sep/mar',[19-32],skilled,good
0<=X<200,'critical/other existing credit',furniture/equipment,(3279-4793],<100,>=7,'male single',[19-32],skilled,good
'no checking','critical/other existing credit',radio/tv,[392-1765],<100,>=7,'male single',(53-64],'unskilled resident',good
<0,'existing paid','used car',(1765-3279],'no known savings',>=7,'female div/sep/mar',[19-32],skilled,good
<0,'critical/other existing credit',education,(7822-9337],<100,1<=X<4,'female div/sep/mar',[19-32],'high qualif/self emp/mgmt',bad
'no checking','critical/other existing credit','used car',(1765-3279],<100,>=7,'male single',(32-41],'high qualif/self emp/mgmt',good
'no checking','critical/other existing credit',radio/tv,(1765-3279],100<=X<500,>=7,'male single',(41-53],skilled,good
>=200,'critical/other existing credit','new car',[392-1765],500<=X<1000,unemployed,'male single',(64-75],'unemp/unskilled non res',good
<0,'existing paid','new car',[392-1765],'no known savings',1<=X<4,'female div/sep/mar',[19-32],skilled,bad
'no checking','critical/other existing credit','new car',(3279-4793],<100,4<=X<7,'male single',(32-41],skilled,good
<0,'existing paid',radio/tv,(3279-4793],<100,4<=X<7,'female div/sep/mar',[19-32],skilled,good
'no checking','critical/other existing credit','used car',(4793-6308],>=1000,>=7,'male single',(32-41],'high qualif/self emp/mgmt',good
0<=X<200,'existing paid',repairs,(3279-4793],<100,unemployed,'female div/sep/mar',(64-75],skilled,good
0<=X<200,'critical/other existing credit',radio/tv,(4793-6308],<100,4<=X<7,'male single',[19-32],skilled,bad
'no checking','critical/other existing credit','new car',(1765-3279],>=1000,>=7,'male single',(53-64],skilled,good
0<=X<200,'no credits/all paid',retraining,[392-1765],<100,1<=X<4,'male single',[19-32],'unskilled resident',good
0<=X<200,'existing paid','new car',[392-1765],100<=X<500,<1,'female div/sep/mar',[19-32],'unskilled resident',bad
0<=X<200,'existing paid','used car',(6308-7822],'no known savings',unemployed,'male div/sep',(53-64],'high qualif/self emp/mgmt',good
0<=X<200,'existing paid',business,(1765-3279],>=1000,1<=X<4,'male single',(32-41],'unskilled resident',good
'no checking','existing paid',radio/tv,(1765-3279],500<=X<1000,>=7,'male single',(32-41],skilled,good
'no checking','critical/other existing credit','used car',(1765-3279],'no known savings',>=7,'male single',(32-41],skilled,good
0<=X<200,'delayed previously',education,(4793-6308],<100,>=7,'male single',(41-53],skilled,bad
<0,'critical/other existing credit',education,(4793-6308],<100,1<=X<4,'male single',[19-32],skilled,bad
0<=X<200,'existing paid',business,[392-1765],<100,>=7,'female div/sep/mar',(32-41],skilled,bad
'no checking','existing paid','used car',(6308-7822],'no known savings',>=7,'male single',(32-41],'high qualif/self emp/mgmt',good
'no checking','critical/other existing credit',furniture/equipment,[392-1765],'no known savings',1<=X<4,'male mar/wid',[19-32],skilled,good
>=200,'existing paid',furniture/equipment,(1765-3279],<100,>=7,'male div/sep',(41-53],skilled,good
'no checking','existing paid',furniture/equipment,(1765-3279],500<=X<1000,>=7,'male single',[19-32],skilled,good
'no checking','existing paid',furniture/equipment,(1765-3279],100<=X<500,<1,'female div/sep/mar',[19-32],skilled,good
<0,'existing paid','used car',(6308-7822],'no known savings',>=7,'male single',(41-53],skilled,bad
'no checking','critical/other existing credit',furniture/equipment,[392-1765],<100,<1,'female div/sep/mar',[19-32],'unskilled resident',good
'no checking','delayed previously','new car',[392-1765],'no known savings',>=7,'male mar/wid',(53-64],skilled,good
0<=X<200,'existing paid','new car',[392-1765],'no known savings',<1,'male single',(32-41],'unemp/unskilled non res',good
'no checking','critical/other existing credit',education,[392-1765],<100,>=7,'male single',(53-64],skilled,good
0<=X<200,'critical/other existing credit',radio/tv,(1765-3279],<100,>=7,'female div/sep/mar',(41-53],'unskilled resident',good
<0,'critical/other existing credit',furniture/equipment,(3279-4793],<100,>=7,'female div/sep/mar',[19-32],skilled,good
'no checking','critical/other existing credit',radio/tv,[392-1765],'no known savings',>=7,'male single',(32-41],skilled,good
0<=X<200,'existing paid','new car',(6308-7822],'no known savings',unemployed,'female div/sep/mar',[19-32],'unemp/unskilled non res',good
<0,'existing paid','new car',(7822-9337],<100,4<=X<7,'male single',[19-32],skilled,bad
0<=X<200,'existing paid',radio/tv,[392-1765],<100,<1,'male mar/wid',[19-32],'unskilled resident',good
'no checking','critical/other existing credit',radio/tv,[392-1765],'no known savings',>=7,'male single',(64-75],skilled,good
0<=X<200,'all paid','used car',(7822-9337],<100,unemployed,'male single',(53-64],'high qualif/self emp/mgmt',good
0<=X<200,'no credits/all paid','new car',(1765-3279],<100,<1,'female div/sep/mar',[19-32],'unemp/unskilled non res',bad
0<=X<200,'existing paid',business,[392-1765],<100,<1,'male mar/wid',[19-32],skilled,good
0<=X<200,'existing paid',radio/tv,[392-1765],<100,4<=X<7,'male mar/wid',[19-32],'unskilled resident',good
<0,'critical/other existing credit','used car',(9337-10851],<100,4<=X<7,'male single',[19-32],skilled,bad
<0,'existing paid','domestic appliance',(1765-3279],<100,1<=X<4,'male single',(53-64],skilled,bad
<0,'existing paid','new car',(3279-4793],<100,4<=X<7,'male single',(41-53],skilled,bad
0<=X<200,'delayed previously','new car',(6308-7822],<100,1<=X<4,'female div/sep/mar',(53-64],skilled,good
'no checking','existing paid','domestic appliance',[392-1765],500<=X<1000,1<=X<4,'male div/sep',(53-64],skilled,good
'no checking','critical/other existing credit',radio/tv,[392-1765],<100,4<=X<7,'female div/sep/mar',[19-32],skilled,good
<0,'existing paid',other,(15395-16909],<100,unemployed,'male div/sep',(41-53],'high qualif/self emp/mgmt',good
<0,'existing paid',radio/tv,[392-1765],<100,1<=X<4,'male mar/wid',[19-32],skilled,bad
'no checking','existing paid','new car',[392-1765],<100,1<=X<4,'male mar/wid',[19-32],skilled,good
>=200,'existing paid',radio/tv,(1765-3279],<100,1<=X<4,'male mar/wid',[19-32],skilled,good
<0,'existing paid',furniture/equipment,(1765-3279],<100,>=7,'male single',(32-41],skilled,bad
<0,'critical/other existing credit','new car',[392-1765],<100,>=7,'male single',(41-53],'unskilled resident',good
'no checking','critical/other existing credit',furniture/equipment,(3279-4793],<100,<1,'male div/sep',(32-41],'high qualif/self emp/mgmt',good
<0,'critical/other existing credit','new car',[392-1765],<100,>=7,'male mar/wid',[19-32],skilled,good
<0,'critical/other existing credit','new car',(3279-4793],<100,>=7,'female div/sep/mar',(32-41],skilled,bad
'no checking','no credits/all paid',business,(3279-4793],<100,1<=X<4,'male single',(32-41],skilled,bad
<0,'existing paid','used car',(7822-9337],'no known savings',>=7,'male single',(41-53],skilled,bad
0<=X<200,'delayed previously',business,(6308-7822],'no known savings',1<=X<4,'male single',(32-41],skilled,good
'no checking','delayed previously',business,(1765-3279],500<=X<1000,1<=X<4,'male single',(41-53],skilled,good
<0,'existing paid','new car',[392-1765],<100,<1,'female div/sep/mar',[19-32],skilled,bad
<0,'no credits/all paid',business,(10851-12366],<100,>=7,'male single',[19-32],skilled,bad
0<=X<200,'existing paid',radio/tv,(4793-6308],'no known savings',>=7,'female div/sep/mar',(41-53],skilled,good
>=200,'existing paid',radio/tv,(1765-3279],<100,<1,'female div/sep/mar',[19-32],'unskilled resident',bad
<0,'no credits/all paid','new car',[392-1765],<100,1<=X<4,'male single',(41-53],skilled,bad
'no checking','existing paid',radio/tv,[392-1765],'no known savings',1<=X<4,'female div/sep/mar',[19-32],skilled,good
'no checking','existing paid',furniture/equipment,[392-1765],<100,<1,'female div/sep/mar',[19-32],'unskilled resident',good
<0,'critical/other existing credit','used car',(1765-3279],<100,>=7,'male single',(53-64],skilled,good
'no checking','critical/other existing credit',radio/tv,(1765-3279],<100,>=7,'male mar/wid',(41-53],skilled,good
<0,'existing paid',furniture/equipment,(4793-6308],<100,4<=X<7,'male single',[19-32],skilled,bad
'no checking','delayed previously','used car',(1765-3279],<100,1<=X<4,'male single',[19-32],'unskilled resident',good
'no checking','existing paid',repairs,(1765-3279],<100,<1,'female div/sep/mar',[19-32],skilled,bad
'no checking','all paid',business,[392-1765],<100,4<=X<7,'male single',(41-53],skilled,good
'no checking','existing paid',furniture/equipment,(3279-4793],<100,>=7,'male single',(41-53],skilled,good
0<=X<200,'existing paid',furniture/equipment,(3279-4793],'no known savings',4<=X<7,'male single',(32-41],skilled,good
'no checking','existing paid','new car',(6308-7822],'no known savings',1<=X<4,'male single',(64-75],skilled,bad
'no checking','existing paid','new car',[392-1765],<100,<1,'male mar/wid',[19-32],skilled,good
<0,'existing paid',radio/tv,[392-1765],<100,4<=X<7,'male single',(53-64],skilled,good
<0,'existing paid',radio/tv,[392-1765],<100,>=7,'male single',(53-64],'unskilled resident',bad
<0,'critical/other existing credit','new car',(1765-3279],<100,1<=X<4,'male mar/wid',(32-41],skilled,bad
'no checking','critical/other existing credit','used car',(3279-4793],'no known savings',4<=X<7,'male single',(41-53],skilled,good
'no checking','critical/other existing credit',radio/tv,[392-1765],<100,1<=X<4,'male single',(32-41],skilled,good
<0,'all paid','new car',[392-1765],<100,4<=X<7,'male single',[19-32],'unskilled resident',bad
'no checking','delayed previously','new car',(10851-12366],<100,>=7,'male single',(41-53],skilled,good
'no checking','existing paid','new car',[392-1765],100<=X<500,<1,'male mar/wid',(32-41],skilled,good
'no checking','existing paid',retraining,[392-1765],'no known savings',4<=X<7,'female div/sep/mar',(32-41],skilled,good
'no checking','critical/other existing credit',furniture/equipment,(3279-4793],<100,1<=X<4,'male single',[19-32],skilled,good
<0,'existing paid','new car',(3279-4793],<100,1<=X<4,'female div/sep/mar',[19-32],skilled,bad
'no checking','existing paid','new car',(3279-4793],100<=X<500,1<=X<4,'male single',[19-32],skilled,good
'no checking','critical/other existing credit','used car',(4793-6308],>=1000,1<=X<4,'male single',[19-32],skilled,good
'no checking','delayed previously',business,(1765-3279],<100,1<=X<4,'male mar/wid',[19-32],skilled,bad
<0,'existing paid',radio/tv,(1765-3279],<100,<1,'female div/sep/mar',(32-41],skilled,bad
'no checking','critical/other existing credit',furniture/equipment,(3279-4793],>=1000,<1,'male single',[19-32],'unskilled resident',good
'no checking','existing paid',furniture/equipment,(1765-3279],<100,1<=X<4,'male single',[19-32],'unskilled resident',bad
'no checking','existing paid',furniture/equipment,(1765-3279],500<=X<1000,1<=X<4,'female div/sep/mar',[19-32],skilled,good
<0,'existing paid',radio/tv,(1765-3279],<100,<1,'female div/sep/mar',[19-32],skilled,good
'no checking','critical/other existing credit',furniture/equipment,(3279-4793],<100,>=7,'male single',(41-53],skilled,good
'no checking','existing paid',business,(6308-7822],'no known savings',>=7,'male single',(32-41],skilled,good
<0,'existing paid',furniture/equipment,[392-1765],<100,>=7,'female div/sep/mar',[19-32],skilled,good
'no checking','delayed previously',furniture/equipment,(6308-7822],500<=X<1000,4<=X<7,'female div/sep/mar',(32-41],skilled,good
>=200,'critical/other existing credit','new car',[392-1765],<100,>=7,'male single',(41-53],skilled,good
<0,'critical/other existing credit',business,[392-1765],100<=X<500,4<=X<7,'male single',[19-32],skilled,good
'no checking','existing paid','domestic appliance',[392-1765],'no known savings',<1,'female div/sep/mar',[19-32],skilled,good
<0,'existing paid',furniture/equipment,(3279-4793],<100,1<=X<4,'male single',[19-32],'unskilled resident',good
0<=X<200,'critical/other existing credit','new car',[392-1765],>=1000,1<=X<4,'female div/sep/mar',(32-41],skilled,good
<0,'all paid',radio/tv,(1765-3279],<100,<1,'male single',(32-41],'high qualif/self emp/mgmt',good
'no checking','existing paid',radio/tv,(3279-4793],<100,>=7,'male single',[19-32],skilled,good
<0,'existing paid','new car',[392-1765],<100,<1,'male single',[19-32],'high qualif/self emp/mgmt',bad
'no checking','critical/other existing credit',radio/tv,(6308-7822],'no known savings',4<=X<7,'male single',(32-41],skilled,good
'no checking','existing paid','used car',(6308-7822],<100,4<=X<7,'male single',(32-41],'high qualif/self emp/mgmt',good
'no checking','existing paid','used car',(7822-9337],'no known savings',1<=X<4,'male div/sep',(41-53],skilled,good
0<=X<200,'critical/other existing credit','new car',(1765-3279],'no known savings',>=7,'male single',(32-41],skilled,good
'no checking','critical/other existing credit',radio/tv,[392-1765],<100,unemployed,'female div/sep/mar',(64-75],'unemp/unskilled non res',good
0<=X<200,'existing paid',furniture/equipment,(3279-4793],<100,4<=X<7,'male div/sep',(41-53],skilled,bad
<0,'existing paid',education,[392-1765],<100,<1,'female div/sep/mar',(41-53],skilled,bad
0<=X<200,'critical/other existing credit',business,(1765-3279],'no known savings',4<=X<7,'male single',(32-41],skilled,good
0<=X<200,'existing paid',business,(15395-16909],<100,1<=X<4,'male single',[19-32],skilled,bad
'no checking','critical/other existing credit','new car',(6308-7822],<100,>=7,'male single',(32-41],'high qualif/self emp/mgmt',good
'no checking','all paid','used car',(7822-9337],'no known savings',<1,'male single',(32-41],skilled,good
<0,'critical/other existing credit',business,(1765-3279],<100,>=7,'male single',(41-53],'high qualif/self emp/mgmt',good
'no checking','critical/other existing credit',radio/tv,(1765-3279],<100,>=7,'male single',(41-53],skilled,good
<0,'critical/other existing credit','new car',(1765-3279],<100,1<=X<4,'male single',(32-41],'unskilled resident',good
0<=X<200,'critical/other existing credit','used car',(4793-6308],<100,1<=X<4,'male single',(32-41],skilled,good
'no checking','critical/other existing credit',radio/tv,[392-1765],'no known savings',1<=X<4,'male single',[19-32],skilled,good
'no checking','delayed previously','used car',(7822-9337],'no known savings',4<=X<7,'male single',[19-32],'high qualif/self emp/mgmt',good
<0,'existing paid',radio/tv,(1765-3279],<100,<1,'female div/sep/mar',[19-32],'high qualif/self emp/mgmt',good
'no checking','critical/other existing credit',furniture/equipment,[392-1765],>=1000,4<=X<7,'female div/sep/mar',(32-41],skilled,good
'no checking','existing paid',furniture/equipment,(1765-3279],'no known savings',4<=X<7,'female div/sep/mar',(32-41],'unskilled resident',good
<0,'existing paid',furniture/equipment,(3279-4793],<100,1<=X<4,'male single',(41-53],skilled,bad
<0,'critical/other existing credit','new car',(1765-3279],<100,>=7,'male single',(41-53],skilled,bad
'no checking','critical/other existing credit','new car',(3279-4793],'no known savings',<1,'male div/sep',(41-53],skilled,good
'no checking','critical/other existing credit','used car',(9337-10851],'no known savings',>=7,'male single',(41-53],skilled,good
'no checking','existing paid',radio/tv,[392-1765],'no known savings',1<=X<4,'male mar/wid',(32-41],skilled,good
'no checking','existing paid',radio/tv,[392-1765],<100,>=7,'male single',(32-41],'high qualif/self emp/mgmt',good
<0,'existing paid',radio/tv,[392-1765],<100,1<=X<4,'male single',[19-32],'high qualif/self emp/mgmt',good
<0,'existing paid','new car',(3279-4793],'no known savings',4<=X<7,'male single',[19-32],'unskilled resident',good
0<=X<200,'existing paid',education,(3279-4793],'no known savings',1<=X<4,'male mar/wid',[19-32],skilled,good
'no checking','delayed previously','used car',(3279-4793],<100,<1,'female div/sep/mar',(41-53],'unskilled resident',good
0<=X<200,'existing paid','new car',(1765-3279],'no known savings',1<=X<4,'female div/sep/mar',(32-41],'unskilled resident',good
'no checking','delayed previously',radio/tv,(3279-4793],<100,1<=X<4,'female div/sep/mar',(32-41],skilled,good
0<=X<200,'critical/other existing credit',furniture/equipment,(3279-4793],<100,<1,'female div/sep/mar',[19-32],'unskilled resident',bad
0<=X<200,'existing paid',radio/tv,(1765-3279],'no known savings',>=7,'female div/sep/mar',[19-32],skilled,good
'no checking','existing paid',business,(1765-3279],>=1000,>=7,'male div/sep',[19-32],skilled,good
<0,'all paid',business,(1765-3279],<100,1<=X<4,'male single',[19-32],skilled,bad
0<=X<200,'no credits/all paid',other,(16909-18424],<100,1<=X<4,'female div/sep/mar',[19-32],'high qualif/self emp/mgmt',bad
'no checking','existing paid','used car',(1765-3279],100<=X<500,1<=X<4,'male single',[19-32],skilled,good
<0,'existing paid','new car',(13880-15395],<100,>=7,'male single',(64-75],'high qualif/self emp/mgmt',bad
<0,'existing paid',furniture/equipment,(1765-3279],100<=X<500,unemployed,'male div/sep',(32-41],skilled,bad
<0,'existing paid',furniture/equipment,(3279-4793],<100,>=7,'male single',(32-41],'high qualif/self emp/mgmt',bad
'no checking','critical/other existing credit',furniture/equipment,(1765-3279],<100,1<=X<4,'female div/sep/mar',[19-32],skilled,good
'no checking','delayed previously',radio/tv,(12366-13880],500<=X<1000,4<=X<7,'male single',(32-41],'high qualif/self emp/mgmt',good
<0,'existing paid',radio/tv,[392-1765],<100,<1,'female div/sep/mar',[19-32],skilled,bad
0<=X<200,'existing paid','new car',(1765-3279],<100,4<=X<7,'male single',[19-32],skilled,good
<0,'all paid',furniture/equipment,(6308-7822],<100,<1,'male div/sep',(53-64],skilled,bad
<0,'all paid','new car',[392-1765],<100,<1,'male single',(41-53],skilled,bad
<0,'critical/other existing credit',furniture/equipment,[392-1765],<100,<1,'female div/sep/mar',[19-32],skilled,good
<0,'existing paid','used car',(9337-10851],<100,4<=X<7,'male single',(32-41],skilled,bad
'no checking','existing paid',radio/tv,(1765-3279],'no known savings',>=7,'male single',(53-64],skilled,good
<0,'delayed previously','new car',[392-1765],<100,1<=X<4,'male single',(41-53],'unskilled resident',good
<0,'existing paid',furniture/equipment,[392-1765],<100,<1,'male single',[19-32],'unskilled resident',good
0<=X<200,'existing paid',radio/tv,[392-1765],<100,<1,'female div/sep/mar',[19-32],skilled,bad
'no checking','critical/other existing credit','new car',[392-1765],<100,1<=X<4,'male single',[19-32],skilled,good
'no checking','critical/other existing credit',radio/tv,[392-1765],500<=X<1000,>=7,'male single',(41-53],skilled,good
<0,'existing paid',radio/tv,[392-1765],<100,1<=X<4,'female div/sep/mar',[19-32],skilled,good
0<=X<200,'delayed previously',radio/tv,(1765-3279],100<=X<500,<1,'male single',[19-32],'high qualif/self emp/mgmt',bad
>=200,'existing paid',radio/tv,[392-1765],<100,1<=X<4,'female div/sep/mar',[19-32],'unskilled resident',bad
0<=X<200,'existing paid',radio/tv,(1765-3279],<100,<1,'male mar/wid',[19-32],'high qualif/self emp/mgmt',good
0<=X<200,'existing paid',education,(4793-6308],<100,1<=X<4,'male single',(41-53],skilled,bad
'no checking','critical/other existing credit','used car',(6308-7822],'no known savings',1<=X<4,'male single',(41-53],'high qualif/self emp/mgmt',good
'no checking','existing paid','new car',(3279-4793],'no known savings',<1,'male single',(41-53],'high qualif/self emp/mgmt',good
'no checking','existing paid','new car',[392-1765],<100,1<=X<4,'male single',[19-32],'unskilled resident',good
'no checking','existing paid',furniture/equipment,[392-1765],'no known savings',4<=X<7,'male single',[19-32],skilled,good
'no checking','critical/other existing credit','new car',[392-1765],<100,4<=X<7,'male single',(41-53],'unskilled resident',good
<0,'existing paid',furniture/equipment,(1765-3279],<100,<1,'female div/sep/mar',(41-53],skilled,good
0<=X<200,'no credits/all paid','new car',(7822-9337],500<=X<1000,<1,'female div/sep/mar',[19-32],skilled,good
<0,'all paid',furniture/equipment,(3279-4793],500<=X<1000,<1,'male single',[19-32],skilled,bad
'no checking','existing paid','new car',(1765-3279],'no known savings',unemployed,'male single',(32-41],'high qualif/self emp/mgmt',good
'no checking','existing paid',furniture/equipment,[392-1765],<100,<1,'male mar/wid',(41-53],'unskilled resident',bad
'no checking','existing paid',radio/tv,(3279-4793],100<=X<500,>=7,'male single',[19-32],skilled,bad
0<=X<200,'critical/other existing credit',business,(3279-4793],<100,unemployed,'male mar/wid',(32-41],'unemp/unskilled non res',good
<0,'delayed previously',business,(1765-3279],<100,4<=X<7,'male single',[19-32],skilled,bad
0<=X<200,'existing paid','used car',(3279-4793],500<=X<1000,<1,'female div/sep/mar',[19-32],skilled,bad
'no checking','existing paid',furniture/equipment,(10851-12366],<100,unemployed,'female div/sep/mar',[19-32],'high qualif/self emp/mgmt',bad
<0,'existing paid','new car',(1765-3279],<100,1<=X<4,'female div/sep/mar',[19-32],skilled,good
<0,'critical/other existing credit',radio/tv,[392-1765],>=1000,>=7,'female div/sep/mar',(53-64],'high qualif/self emp/mgmt',good
>=200,'critical/other existing credit',radio/tv,(3279-4793],'no known savings',>=7,'male single',(41-53],'unskilled resident',good
0<=X<200,'critical/other existing credit',radio/tv,[392-1765],<100,>=7,'male single',(32-41],'unskilled resident',good
<0,'existing paid','new car',(3279-4793],<100,1<=X<4,'male single',(41-53],'unskilled resident',bad
0<=X<200,'existing paid',furniture/equipment,(1765-3279],100<=X<500,>=7,'male single',[19-32],skilled,good
'no checking','critical/other existing credit',radio/tv,[392-1765],<100,>=7,'male mar/wid',[19-32],skilled,good
0<=X<200,'delayed previously','new car',(1765-3279],<100,1<=X<4,'male div/sep',(41-53],skilled,good
'no checking','existing paid','new car',(3279-4793],'no known savings',1<=X<4,'male single',[19-32],skilled,good
'no checking','existing paid',radio/tv,(1765-3279],500<=X<1000,>=7,'male single',(32-41],skilled,bad
0<=X<200,'existing paid',repairs,[392-1765],<100,<1,'male mar/wid',[19-32],'unskilled resident',good
0<=X<200,'existing paid',radio/tv,[392-1765],'no known savings',1<=X<4,'female div/sep/mar',[19-32],skilled,good
0<=X<200,'critical/other existing credit',radio/tv,(1765-3279],500<=X<1000,1<=X<4,'male single',[19-32],'unskilled resident',bad
'no checking','existing paid',radio/tv,(3279-4793],<100,>=7,'female div/sep/mar',(53-64],'high qualif/self emp/mgmt',good
'no checking','existing paid',radio/tv,(6308-7822],'no known savings',4<=X<7,'male mar/wid',[19-32],skilled,good
<0,'critical/other existing credit','new car',(3279-4793],<100,1<=X<4,'male single',(32-41],'unskilled resident',good
0<=X<200,'existing paid',repairs,[392-1765],100<=X<500,1<=X<4,'male single',[19-32],skilled,good
'no checking','existing paid','new car',(6308-7822],<100,1<=X<4,'male single',(41-53],'unskilled resident',good
<0,'all paid','new car',[392-1765],<100,unemployed,'female div/sep/mar',[19-32],'unemp/unskilled non res',bad
<0,'existing paid',business,(6308-7822],<100,>=7,'male single',(32-41],skilled,bad
'no checking','critical/other existing credit',radio/tv,(1765-3279],<100,1<=X<4,'female div/sep/mar',(32-41],skilled,good
>=200,'existing paid',radio/tv,[392-1765],500<=X<1000,1<=X<4,'female div/sep/mar',(53-64],'unskilled resident',good
0<=X<200,'existing paid',radio/tv,[392-1765],<100,1<=X<4,'female div/sep/mar',(53-64],skilled,good
0<=X<200,'delayed previously',business,(1765-3279],'no known savings',>=7,'male single',(41-53],skilled,good
'no checking','delayed previously','new car',(1765-3279],<100,>=7,'male single',(41-53],'unskilled resident',bad
0<=X<200,'all paid','new car',[392-1765],100<=X<500,1<=X<4,'male mar/wid',[19-32],skilled,bad
0<=X<200,'critical/other existing credit',furniture/equipment,(7822-9337],<100,4<=X<7,'male single',(41-53],skilled,bad
'no checking','existing paid',business,(4793-6308],<100,unemployed,'male single',(32-41],'high qualif/self emp/mgmt',bad
>=200,'existing paid','new car',(1765-3279],100<=X<500,1<=X<4,'female div/sep/mar',[19-32],'high qualif/self emp/mgmt',good
<0,'existing paid','used car',(7822-9337],<100,1<=X<4,'male single',[19-32],skilled,bad
'no checking','critical/other existing credit',furniture/equipment,(1765-3279],<100,4<=X<7,'male single',[19-32],'unskilled resident',good
<0,'critical/other existing credit',furniture/equipment,[392-1765],<100,1<=X<4,'female div/sep/mar',[19-32],skilled,good
>=200,'no credits/all paid',business,(4793-6308],<100,<1,'male div/sep',(32-41],skilled,good
'no checking','existing paid',radio/tv,[392-1765],100<=X<500,unemployed,'female div/sep/mar',(53-64],skilled,good
<0,'existing paid','used car',(6308-7822],<100,unemployed,'male single',[19-32],'high qualif/self emp/mgmt',good
0<=X<200,'critical/other existing credit',radio/tv,[392-1765],<100,>=7,'male single',(41-53],'unskilled resident',good
'no checking','critical/other existing credit',education,(3279-4793],'no known savings',<1,'male single',(32-41],'unskilled resident',good
'no checking','all paid',radio/tv,[392-1765],100<=X<500,>=7,'male single',(32-41],'unskilled resident',good
<0,'existing paid',radio/tv,(1765-3279],'no known savings',4<=X<7,'male mar/wid',[19-32],'unskilled resident',good
<0,'existing paid',furniture/equipment,(3279-4793],<100,unemployed,'male single',[19-32],'high qualif/self emp/mgmt',good
'no checking','existing paid','new car',(1765-3279],'no known savings',>=7,'male single',(41-53],skilled,good
'no checking','existing paid',furniture/equipment,[392-1765],<100,4<=X<7,'female div/sep/mar',[19-32],'unskilled resident',good
<0,'existing paid','used car',(3279-4793],<100,1<=X<4,'male div/sep',(32-41],'high qualif/self emp/mgmt',good
'no checking','existing paid',radio/tv,[392-1765],<100,>=7,'male single',(32-41],skilled,good
<0,'existing paid',radio/tv,(1765-3279],<100,1<=X<4,'male single',[19-32],skilled,bad
0<=X<200,'critical/other existing credit','used car',(3279-4793],100<=X<500,unemployed,'male single',[19-32],skilled,good
